GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector,SF6 (kt),HFCs(1) (kt CO2 equivalent),PFCs(1)
B. Cropland (4),-43.11505846603208,,0.01081064588883,Summary1.As2,ESTONIA,2011,Subsector,3.  Agriculture,,,
C. Grassland (4),-110.4672880129366,7.06981254e-06,6.4550462e-07,Summary1.As2,ESTONIA,2011,Subsector,3.  Agriculture,,,
D. Wetlands (4),1058.619134483912,0.00397456,0.00741681285714,Summary1.As2,ESTONIA,2011,Subsector,3.  Agriculture,,,
F. Other land (4),69.96846231050242,,0.01556653125135,Summary1.As2,ESTONIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-819.8831240839833,,,Summary1.As2,ESTONIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,13.0879281887928,,Summary1.As2,ESTONIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.533532,0.03201192,Summary1.As2,ESTONIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.80434351715085,0.01496330185646,0.00024467343784,Summary1.As2,ESTONIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.52569199149086,0.1050310205736,Summary1.As2,ESTONIA,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,22.37116528161459,,Summary1.As2,ESTONIA,2012,Subsector,3.  Agriculture,,,
B.  Manure management,,5.40115570458055,0.21806896917048,Summary1.As2,ESTONIA,2012,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,2.1407338832305,Summary1.As2,ESTONIA,2012,Subsector,3.  Agriculture,,,
G. Liming,6.98292354889084,,,Summary1.As2,ESTONIA,2012,Subsector,3.  Agriculture,,,
H. Urea application,0.02594765753808,,,Summary1.As2,ESTONIA,2012,Subsector,3.  Agriculture,,,
A. Forest land (4),-4436.729174236563,2.66611049599258,0.91238706891048,Summary1.As2,ESTONIA,2012,Subsector,3.  Agriculture,,,
B. Cropland (4),-29.42751977562118,,0.01180960054843,Summary1.As2,ESTONIA,2012,Subsector,3.  Agriculture,,,
C. Grassland (4),-132.74056603536366,6.767156941e-05,6.17870851e-06,Summary1.As2,ESTONIA,2012,Subsector,3.  Agriculture,,,
D. Wetlands (4),897.7247717878187,0.00398768,0.00744129571429,Summary1.As2,ESTONIA,2012,Subsector,3.  Agriculture,,,
F. Other land (4),70.7736136803913,,0.01573626011707,Summary1.As2,ESTONIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-652.2167481213336,,,Summary1.As2,ESTONIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,12.0213251076263,,Summary1.As2,ESTONIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.593448,0.03560688,Summary1.As2,ESTONIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.85620678871934,0.01515801575978,0.00025485830632,Summary1.As2,ESTONIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.7333704053911,0.10385915642811,Summary1.As2,ESTONIA,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,23.61066803012637,,Summary1.As2,ESTONIA,2013,Subsector,3.  Agriculture,,,
B.  Manure management,,5.79306560218025,0.22249053597937,Summary1.As2,ESTONIA,2013,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,2.12401552065901,Summary1.As2,ESTONIA,2013,Subsector,3.  Agriculture,,,
G. Liming,6.10565927600918,,,Summary1.As2,ESTONIA,2013,Subsector,3.  Agriculture,,,
H. Urea application,0.36586733333333,,,Summary1.As2,ESTONIA,2013,Subsector,3.  Agriculture,,,
A. Forest land (4),-4076.1660440834016,2.66945564595343,0.9129602841825,Summary1.As2,ESTONIA,2013,Subsector,3.  Agriculture,,,
B. Cropland (4),115.0646459760268,,0.01294763413187,Summary1.As2,ESTONIA,2013,Subsector,3.  Agriculture,,,
C. Grassland (4),-129.56372102632574,6.5134322e-06,5.9470468e-07,Summary1.As2,ESTONIA,2013,Subsector,3.  Agriculture,,,
D. Wetlands (4),1291.542887539426,0.0040008,0.00746577857143,Summary1.As2,ESTONIA,2013,Subsector,3.  Agriculture,,,
F. Other land (4),64.58169145823841,,0.01577020589021,Summary1.As2,ESTONIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-686.6179332367244,,,Summary1.As2,ESTONIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,10.4435319566315,,Summary1.As2,ESTONIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.8215972,0.049295832,Summary1.As2,ESTONIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),1.04478951779432,0.01746426095813,0.00029215944017,Summary1.As2,ESTONIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.58445306415581,0.11007364683009,Summary1.As2,ESTONIA,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,23.86442441277692,,Summary1.As2,ESTONIA,2014,Subsector,3.  Agriculture,,,
B.  Manure management,,6.09625352277796,0.22367027721826,Summary1.As2,ESTONIA,2014,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,2.23152193258281,Summary1.As2,ESTONIA,2014,Subsector,3.  Agriculture,,,
G. Liming,8.64466355760029,,,Summary1.As2,ESTONIA,2014,Subsector,3.  Agriculture,,,
H. Urea application,0.02323229340258,,,Summary1.As2,ESTONIA,2014,Subsector,3.  Agriculture,,,
A. Forest land (4),-1552.773791129356,2.6744655238705,0.91362677731454,Summary1.As2,ESTONIA,2014,Subsector,3.  Agriculture,,,
B. Cropland (4),318.6284261767841,,0.01452557511672,Summary1.As2,ESTONIA,2014,Subsector,3.  Agriculture,,,
C. Grassland (4),-104.71433042559924,3.401719088e-05,3.10591743e-06,Summary1.As2,ESTONIA,2014,Subsector,3.  Agriculture,,,
D. Wetlands (4),1028.864232595752,0.004004,0.00747175,Summary1.As2,ESTONIA,2014,Subsector,3.  Agriculture,,,
F. Other land (4),83.98650462009665,,0.01617755516795,Summary1.As2,ESTONIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-764.9194549657175,,,Summary1.As2,ESTONIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,9.38478777413718,,Summary1.As2,ESTONIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.72529616,0.0435177696,Summary1.As2,ESTONIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.96697729125224,0.01766974170254,0.00029955351233,Summary1.As2,ESTONIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.49600761326852,0.10565734160454,Summary1.As2,ESTONIA,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,22.03398634596606,,Summary1.As2,ESTONIA,2015,Subsector,3.  Agriculture,,,
B.  Manure management,,5.40703342230532,0.22852214323801,Summary1.As2,ESTONIA,2015,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,2.34690674280693,Summary1.As2,ESTONIA,2015,Subsector,3.  Agriculture,,,
G. Liming,9.04251333333333,,,Summary1.As2,ESTONIA,2015,Subsector,3.  Agriculture,,,
H. Urea application,0.02778185871283,,,Summary1.As2,ESTONIA,2015,Subsector,3.  Agriculture,,,
A. Forest land (4),-2120.899276145578,2.68869579102111,0.91442704350607,Summary1.As2,ESTONIA,2015,Subsector,3.  Agriculture,,,
B. Cropland (4),431.128073855532,,0.01633733519638,Summary1.As2,ESTONIA,2015,Subsector,3.  Agriculture,,,
C. Grassland (4),-91.69355127184956,0.00247027681019,0.0002255470131,Summary1.As2,ESTONIA,2015,Subsector,3.  Agriculture,,,
D. Wetlands (4),1065.8402668893982,0.0040072,0.00747772142857,Summary1.As2,ESTONIA,2015,Subsector,3.  Agriculture,,,
F. Other land (4),86.35049198597416,,0.01679961268352,Summary1.As2,ESTONIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-918.974738204534,,,Summary1.As2,ESTONIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,8.54385718908782,,Summary1.As2,ESTONIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.77254472,0.0463526832,Summary1.As2,ESTONIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.51246867880561,0.00922233965529,0.00015632396375,Summary1.As2,ESTONIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.32341544804676,0.10773999617007,Summary1.As2,ESTONIA,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,21.76028930099607,,Summary1.As2,ESTONIA,2016,Subsector,3.  Agriculture,,,
B.  Manure management,,5.40836439058272,0.22512273870709,Summary1.As2,ESTONIA,2016,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,2.23282493105652,Summary1.As2,ESTONIA,2016,Subsector,3.  Agriculture,,,
G. Liming,14.00289,,,Summary1.As2,ESTONIA,2016,Subsector,3.  Agriculture,,,
H. Urea application,0.02526968038946,,,Summary1.As2,ESTONIA,2016,Subsector,3.  Agriculture,,,
A. Forest land (4),-1298.235112221308,2.69690323280548,0.91500889090818,Summary1.As2,ESTONIA,2016,Subsector,3.  Agriculture,,,
B. Cropland (4),495.89722505079897,,0.01816045755613,Summary1.As2,ESTONIA,2016,Subsector,3.  Agriculture,,,
C. Grassland (4),-72.98168244340997,0.00245878547433,0.00022449780418,Summary1.As2,ESTONIA,2016,Subsector,3.  Agriculture,,,
D. Wetlands (4),807.6486961882949,0.00402128,0.00750399571429,Summary1.As2,ESTONIA,2016,Subsector,3.  Agriculture,,,
F. Other land (4),136.9513823717944,,0.01835517896057,Summary1.As2,ESTONIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-1010.9244311032857,,,Summary1.As2,ESTONIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,7.80653225384552,,Summary1.As2,ESTONIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,1.046417184,0.06278503104,Summary1.As2,ESTONIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.5990723890139,0.00962409712875,0.00016093924082,Summary1.As2,ESTONIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.25211566210388,0.1085675831363,Summary1.As2,ESTONIA,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,22.07411290680315,,Summary1.As2,ESTONIA,2017,Subsector,3.  Agriculture,,,
B.  Manure management,,5.89470773961599,0.23447652956737,Summary1.As2,ESTONIA,2017,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,2.32817827430457,Summary1.As2,ESTONIA,2017,Subsector,3.  Agriculture,,,
G. Liming,16.30170666666667,,,Summary1.As2,ESTONIA,2017,Subsector,3.  Agriculture,,,
H. Urea application,0.10230612972903,,,Summary1.As2,ESTONIA,2017,Subsector,3.  Agriculture,,,
A. Forest land (4),-1119.456028163649,2.68462765882877,0.91478848006165,Summary1.As2,ESTONIA,2017,Subsector,3.  Agriculture,,,
B. Cropland (4),413.5796849862279,,0.01987005916594,Summary1.As2,ESTONIA,2017,Subsector,3.  Agriculture,,,
C. Grassland (4),-18.73955459104796,0.00016105838845,1.470533112e-05,Summary1.As2,ESTONIA,2017,Subsector,3.  Agriculture,,,
D. Wetlands (4),1137.8050671981,0.00404624,0.00755057285714,Summary1.As2,ESTONIA,2017,Subsector,3.  Agriculture,,,
F. Other land (4),143.48977302002092,,0.01991074523763,Summary1.As2,ESTONIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-1058.158105082758,,,Summary1.As2,ESTONIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,7.68234609984909,,Summary1.As2,ESTONIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.931023552,0.05586141312,Summary1.As2,ESTONIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.52619786763451,0.00943037934113,0.00016005900834,Summary1.As2,ESTONIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.18315439985493,0.10561534733695,Summary1.As2,ESTONIA,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,22.14661664981668,,Summary1.As2,ESTONIA,2018,Subsector,3.  Agriculture,,,
B.  Manure management,,6.21470137484298,0.23823740833008,Summary1.As2,ESTONIA,2018,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,2.27801520801376,Summary1.As2,ESTONIA,2018,Subsector,3.  Agriculture,,,
G. Liming,19.27354,,,Summary1.As2,ESTONIA,2018,Subsector,3.  Agriculture,,,
H. Urea application,0.13287868337164,,,Summary1.As2,ESTONIA,2018,Subsector,3.  Agriculture,,,
A. Forest land (4),613.555522770282,2.7850307681707,0.91591590705334,Summary1.As2,ESTONIA,2018,Subsector,3.  Agriculture,,,
B. Cropland (4),351.54654276750534,,0.02129464996069,Summary1.As2,ESTONIA,2018,Subsector,3.  Agriculture,,,
C. Grassland (4),-21.35508048820882,0.0018602640603,0.00016985019681,Summary1.As2,ESTONIA,2018,Subsector,3.  Agriculture,,,
D. Wetlands (4),1463.98219334751,0.0040712,0.00759715,Summary1.As2,ESTONIA,2018,Subsector,3.  Agriculture,,,
F. Other land (4),148.1052056763391,,0.02143236574153,Summary1.As2,ESTONIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-1095.0477547577314,,,Summary1.As2,ESTONIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,7.26086261736808,,Summary1.As2,ESTONIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.980377756,0.05882266536,Summary1.As2,ESTONIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.57649432450933,0.00984806186598,0.00016680753625,Summary1.As2,ESTONIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.05899781932353,0.10903418794884,Summary1.As2,ESTONIA,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,22.45123614652275,,Summary1.As2,ESTONIA,2019,Subsector,3.  Agriculture,,,
B.  Manure management,,6.5011747837981,0.24427748165748,Summary1.As2,ESTONIA,2019,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,2.52285575117345,Summary1.As2,ESTONIA,2019,Subsector,3.  Agriculture,,,
G. Liming,15.46372666666667,,,Summary1.As2,ESTONIA,2019,Subsector,3.  Agriculture,,,
H. Urea application,0.13287868337164,,,Summary1.As2,ESTONIA,2019,Subsector,3.  Agriculture,,,
A. Forest land (4),-421.5330366172942,2.68530250013056,0.9149654157635,Summary1.As2,ESTONIA,2019,Subsector,3.  Agriculture,,,
B. Cropland (4),366.466006669778,,0.02211757189221,Summary1.As2,ESTONIA,2019,Subsector,3.  Agriculture,,,
C. Grassland (4),-27.77036291854303,8.421025065e-05,7.68876202e-06,Summary1.As2,ESTONIA,2019,Subsector,3.  Agriculture,,,
D. Wetlands (4),1282.9693382129824,0.00407616,0.00760640571429,Summary1.As2,ESTONIA,2019,Subsector,3.  Agriculture,,,
F. Other land (4),135.15501393904984,,0.02258058274085,Summary1.As2,ESTONIA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-971.5255445689016,,,Summary1.As2,ESTONIA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,7.27083535340595,,Summary1.As2,ESTONIA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.802022376,0.04812134256,Summary1.As2,ESTONIA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.56504248550618,0.01007006629726,0.00017111942534,Summary1.As2,ESTONIA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.14419934587981,0.108628349291,Summary1.As2,ESTONIA,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,22.19739503681751,,Summary1.As2,ESTONIA,2020,Subsector,3.  Agriculture,,,
B.  Manure management,,6.79768284293307,0.2527633517255,Summary1.As2,ESTONIA,2020,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,2.54727672305462,Summary1.As2,ESTONIA,2020,Subsector,3.  Agriculture,,,
G. Liming,15.7311,,,Summary1.As2,ESTONIA,2020,Subsector,3.  Agriculture,,,
H. Urea application,0.13287868337164,,,Summary1.As2,ESTONIA,2020,Subsector,3.  Agriculture,,,
A. Forest land (4),1049.1539645060743,2.68843261427474,0.91498719636546,Summary1.As2,ESTONIA,2020,Subsector,3.  Agriculture,,,
B. Cropland (4),402.7780393920129,,0.02263565352212,Summary1.As2,ESTONIA,2020,Subsector,3.  Agriculture,,,
C. Grassland (4),-29.45686380481676,0.00531502235343,0.00048528464966,Summary1.As2,ESTONIA,2020,Subsector,3.  Agriculture,,,
D. Wetlands (4),1127.775640801531,0.00408112,0.00761566142857,Summary1.As2,ESTONIA,2020,Subsector,3.  Agriculture,,,
F. Other land (4),139.21402810765505,,0.02351409150233,Summary1.As2,ESTONIA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-934.576948070779,,,Summary1.As2,ESTONIA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,6.95646163715566,,Summary1.As2,ESTONIA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.7279748044,0.043678488264,Summary1.As2,ESTONIA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.5030315834848,0.00958666823588,0.00016294595544,Summary1.As2,ESTONIA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.12225319702256,0.1054011000438,Summary1.As2,ESTONIA,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Enteric fermentation,,22.25540248537848,,Summary1.As2,ESTONIA,2021,Subsector,3.  Agriculture,,,
B.  Manure management,,6.7158598213257,0.25373367475476,Summary1.As2,ESTONIA,2021,Subsector,3.  Agriculture,,,
D.  Agricultural soils,,,2.5542912239444,Summary1.As2,ESTONIA,2021,Subsector,3.  Agriculture,,,
G. Liming,28.48494,,,Summary1.As2,ESTONIA,2021,Subsector,3.  Agriculture,,,
H. Urea application,0.13287868337164,,,Summary1.As2,ESTONIA,2021,Subsector,3.  Agriculture,,,
A. Forest land (4),1083.23697281029,2.68539972083251,0.91488450752649,Summary1.As2,ESTONIA,2021,Subsector,3.  Agriculture,,,
B. Cropland (4),579.802967252909,,0.02290755241686,Summary1.As2,ESTONIA,2021,Subsector,3.  Agriculture,,,
C. Grassland (4),-27.26878956584338,0.00019143214911,1.747858753e-05,Summary1.As2,ESTONIA,2021,Subsector,3.  Agriculture,,,
D. Wetlands (4),1444.107174185303,0.00408112,0.00761566142857,Summary1.As2,ESTONIA,2021,Subsector,3.  Agriculture,,,
F. Other land (4),95.32098225314157,,0.02351409150233,Summary1.As2,ESTONIA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
G. Harvested wood products ,-949.0541339863768,,,Summary1.As2,ESTONIA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
A.  Solid waste disposal (5),,7.03218598727599,,Summary1.As2,ESTONIA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
B.  Biological treatment of solid waste (5),,0.684030018,0.04104180108,Summary1.As2,ESTONIA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
C.  Incineration and open burning of waste (5),0.60188824425604,0.00890710924398,0.00014445708073,Summary1.As2,ESTONIA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
D.  Wastewater treatment and discharge,,2.19341517868246,0.1053683101306,Summary1.As2,ESTONIA,2021,Subsector,"4.  Land use, land-use change and forestry  (4)",,,
Navigation,572.9857991627872,0.0520303,0.0148658,Summary1.As3,ESTONIA,1990,Subsector,International bunkers,,,
Navigation,675.2362881864981,0.0613284,0.0175224,Summary1.As3,ESTONIA,1991,Subsector,International bunkers,,,
Navigation,391.19063672046974,0.0358162,0.0102332,Summary1.As3,ESTONIA,1992,Subsector,International bunkers,,,
Navigation,475.8555028153141,0.0438291,0.0125226,Summary1.As3,ESTONIA,1993,Subsector,International bunkers,,,
Navigation,401.3601965025014,0.0370139,0.0105754,Summary1.As3,ESTONIA,1994,Subsector,International bunkers,,,
Navigation,279.60484571309144,0.025739,0.007354,Summary1.As3,ESTONIA,1995,Subsector,International bunkers,,,
Navigation,288.85979180135723,0.0264817,0.0075662,Summary1.As3,ESTONIA,1996,Subsector,International bunkers,,,
Navigation,316.4781858456507,0.02891,0.00826,Summary1.As3,ESTONIA,1997,Subsector,International bunkers,,,
Navigation,334.86648213311736,0.0305592,0.0087312,Summary1.As3,ESTONIA,1998,Subsector,International bunkers,,,
Navigation,350.5512860288211,0.0320761,0.0091646,Summary1.As3,ESTONIA,1999,Subsector,International bunkers,,,
Navigation,331.9481521168516,0.0304997,0.0087142,Summary1.As3,ESTONIA,2000,Subsector,International bunkers,,,
Navigation,316.5712218972077,0.0291648,0.0083328,Summary1.As3,ESTONIA,2001,Subsector,International bunkers,,,
Navigation,372.5347114321359,0.0342398,0.0097828,Summary1.As3,ESTONIA,2002,Subsector,International bunkers,,,
Navigation,353.71645680646367,0.0324814,0.0092804,Summary1.As3,ESTONIA,2003,Subsector,International bunkers,,,
Navigation,473.6858750039399,0.0434287,0.0124082,Summary1.As3,ESTONIA,2004,Subsector,International bunkers,,,
Navigation,378.2293665899858,0.0347228,0.0099208,Summary1.As3,ESTONIA,2005,Subsector,International bunkers,,,
Navigation,670.22191708088,0.0611233,0.0174638,Summary1.As3,ESTONIA,2006,Subsector,International bunkers,,,
Navigation,779.0072951459707,0.0708729,0.0202494,Summary1.As3,ESTONIA,2007,Subsector,International bunkers,,,
Navigation,792.3609328512156,0.0720622,0.0205892,Summary1.As3,ESTONIA,2008,Subsector,International bunkers,,,
Navigation,708.0711046581292,0.06419,0.01834,Summary1.As3,ESTONIA,2009,Subsector,International bunkers,,,
Navigation,695.7138178226505,0.0631876,0.0180536,Summary1.As3,ESTONIA,2010,Subsector,International bunkers,,,
Navigation,588.430095393473,0.05350366,0.01528676,Summary1.As3,ESTONIA,2011,Subsector,International bunkers,,,
Navigation,1259.4609377111708,0.1146901,0.0327686,Summary1.As3,ESTONIA,2012,Subsector,International bunkers,,,
Navigation,1323.821186327309,0.11946368,0.03413248,Summary1.As3,ESTONIA,2013,Subsector,International bunkers,,,
Navigation,1019.6432588276072,0.09195074,0.02627164,Summary1.As3,ESTONIA,2014,Subsector,International bunkers,,,
Navigation,907.4375563167212,0.0835219,0.0238634,Summary1.As3,ESTONIA,2015,Subsector,International bunkers,,,
Navigation,852.1982920264476,0.07871528,0.02249008,Summary1.As3,ESTONIA,2016,Subsector,International bunkers,,,
Navigation,1008.4323904264292,0.09292188451999,0.0257708580904,Summary1.As3,ESTONIA,2017,Subsector,International bunkers,,,
Navigation,950.943038447447,0.08840085847762,0.02433335116955,Summary1.As3,ESTONIA,2018,Subsector,International bunkers,,,
Navigation,564.2444565773268,0.05203638134348,0.01373518298687,Summary1.As3,ESTONIA,2019,Subsector,International bunkers,,,
Navigation,906.131422697254,0.0841573569398,0.0228430316588,Summary1.As3,ESTONIA,2020,Subsector,International bunkers,,,
Navigation,941.0750682721856,0.08651628036992,0.0233955126074,Summary1.As3,ESTONIA,2021,Subsector,International bunkers,,,
