Main_Category,Sub_Category,Detail_Category,Year,Sheet,GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Gas,Emissions_kt
Total national emissions and removals,Energy,5.  Other,2000,Summary1As1_Combined,5.  Other,Net CO2 emissions/removals (kt),2920.965462339494
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2000,Summary1As1_Combined,B. Fugitive emissions from fuels,Net CO2 emissions/removals (kt),6446.105153030183
Total national emissions and removals,Energy,1.  Solid fuels,2000,Summary1As1_Combined,1.  Solid fuels,Net CO2 emissions/removals (kt),190.25651419344
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2000,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,Net CO2 emissions/removals (kt),6255.848638836743
2.  Industrial processes and product use,Industrial processes and product use,,2000,Summary1As1_Combined,2.  Industrial processes and product use,Net CO2 emissions/removals (kt),38596.34721546193
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2000,Summary1As1_Combined,A.  Mineral industry,Net CO2 emissions/removals (kt),9141.075330266223
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2000,Summary1As1_Combined,B.  Chemical industry,Net CO2 emissions/removals (kt),6816.267125032734
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2000,Summary1As1_Combined,C.  Metal industry,Net CO2 emissions/removals (kt),22059.7130667931
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2000,Summary1As1_Combined,D.  Non-energy products from fuels and solvent use ,Net CO2 emissions/removals (kt),579.2916933698668
Total national emissions and removals,Total national emissions and removals,,2001,Summary1As1_Combined,Total national emissions and removals,Net CO2 emissions/removals (kt),578183.0449040702
1. Energy,Energy,,2001,Summary1As1_Combined,1. Energy,Net CO2 emissions/removals (kt),542554.4535788249
Total national emissions and removals,Energy,A. Fuel combustion     Reference approach(2),2001,Summary1As1_Combined,A. Fuel combustion     Reference approach(2),Net CO2 emissions/removals (kt),533823.6914021638
Total national emissions and removals,Energy,                                           Sectoral approach(2),2001,Summary1As1_Combined,                                           Sectoral approach(2),Net CO2 emissions/removals (kt),536061.290783983
Total national emissions and removals,Energy,1.  Energy industries,2001,Summary1As1_Combined,1.  Energy industries,Net CO2 emissions/removals (kt),210642.63708632067
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2001,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,Net CO2 emissions/removals (kt),73416.55327432955
Total national emissions and removals,Energy,3.  Transport,2001,Summary1As1_Combined,3.  Transport,Net CO2 emissions/removals (kt),127827.30829853832
Total national emissions and removals,Energy,4.  Other sectors,2001,Summary1As1_Combined,4.  Other sectors,Net CO2 emissions/removals (kt),121248.61536817763
Total national emissions and removals,Energy,5.  Other,2001,Summary1As1_Combined,5.  Other,Net CO2 emissions/removals (kt),2926.176756616829
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2001,Summary1As1_Combined,B. Fugitive emissions from fuels,Net CO2 emissions/removals (kt),6493.162794841862
Total national emissions and removals,Energy,1.  Solid fuels,2001,Summary1As1_Combined,1.  Solid fuels,Net CO2 emissions/removals (kt),197.6322326395928
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2001,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,Net CO2 emissions/removals (kt),6295.530562202269
2.  Industrial processes and product use,Industrial processes and product use,,2001,Summary1As1_Combined,2.  Industrial processes and product use,Net CO2 emissions/removals (kt),35618.52335902183
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2001,Summary1As1_Combined,A.  Mineral industry,Net CO2 emissions/removals (kt),8698.328512092441
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2001,Summary1As1_Combined,B.  Chemical industry,Net CO2 emissions/removals (kt),6431.525202123311
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2001,Summary1As1_Combined,C.  Metal industry,Net CO2 emissions/removals (kt),19934.321636178764
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2001,Summary1As1_Combined,D.  Non-energy products from fuels and solvent use ,Net CO2 emissions/removals (kt),554.3480086273114
Total national emissions and removals,Total national emissions and removals,,2002,Summary1As1_Combined,Total national emissions and removals,Net CO2 emissions/removals (kt),559951.8059813032
1. Energy,Energy,,2002,Summary1As1_Combined,1. Energy,Net CO2 emissions/removals (kt),527861.3651179292
Total national emissions and removals,Energy,A. Fuel combustion     Reference approach(2),2002,Summary1As1_Combined,A. Fuel combustion     Reference approach(2),Net CO2 emissions/removals (kt),518588.9671302894
Total national emissions and removals,Energy,                                           Sectoral approach(2),2002,Summary1As1_Combined,                                           Sectoral approach(2),Net CO2 emissions/removals (kt),521682.63134939066
Total national emissions and removals,Energy,1.  Energy industries,2002,Summary1As1_Combined,1.  Energy industries,Net CO2 emissions/removals (kt),207587.6966933281
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2002,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,Net CO2 emissions/removals (kt),66210.13241942822
Total national emissions and removals,Energy,3.  Transport,2002,Summary1As1_Combined,3.  Transport,Net CO2 emissions/removals (kt),130503.27977901373
Total national emissions and removals,Energy,4.  Other sectors,2002,Summary1As1_Combined,4.  Other sectors,Net CO2 emissions/removals (kt),114320.99807339314
Total national emissions and removals,Energy,5.  Other,2002,Summary1As1_Combined,5.  Other,Net CO2 emissions/removals (kt),3060.524384227503
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2002,Summary1As1_Combined,B. Fugitive emissions from fuels,Net CO2 emissions/removals (kt),6178.7337685385
Total national emissions and removals,Energy,1.  Solid fuels,2002,Summary1As1_Combined,1.  Solid fuels,Net CO2 emissions/removals (kt),194.3148078825769
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2002,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,Net CO2 emissions/removals (kt),5984.418960655923
2.  Industrial processes and product use,Industrial processes and product use,,2002,Summary1As1_Combined,2.  Industrial processes and product use,Net CO2 emissions/removals (kt),32988.457575967564
Total national emissions and removals,Industrial processes and product use,A.  Mineral industry,2002,Summary1As1_Combined,A.  Mineral industry,Net CO2 emissions/removals (kt),8678.057784277655
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2002,Summary1As1_Combined,B.  Chemical industry,Net CO2 emissions/removals (kt),6261.419239880947
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2002,Summary1As1_Combined,C.  Metal industry,Net CO2 emissions/removals (kt),16939.65363881376
Total national emissions and removals,Industrial processes and product use,D.  Non-energy products from fuels and solvent use ,2002,Summary1As1_Combined,D.  Non-energy products from fuels and solvent use ,Net CO2 emissions/removals (kt),1109.3269129952007
Total national emissions and removals,Total national emissions and removals,,2003,Summary1As1_Combined,Total national emissions and removals,Net CO2 emissions/removals (kt),570567.3833893036
1. Energy,Energy,,2003,Summary1As1_Combined,1. Energy,Net CO2 emissions/removals (kt),535489.7215550286
Total national emissions and removals,Energy,A. Fuel combustion     Reference approach(2),2003,Summary1As1_Combined,A. Fuel combustion     Reference approach(2),Net CO2 emissions/removals (kt),527053.0209008344
Total national emissions and removals,Energy,                                           Sectoral approach(2),2003,Summary1As1_Combined,                                           Sectoral approach(2),Net CO2 emissions/removals (kt),529926.5187706075
Total national emissions and removals,Energy,1.  Energy industries,2003,Summary1As1_Combined,1.  Energy industries,Net CO2 emissions/removals (kt),215329.6357197356
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2003,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,Net CO2 emissions/removals (kt),66739.73236305067
Total national emissions and removals,Energy,3.  Transport,2003,Summary1As1_Combined,3.  Transport,Net CO2 emissions/removals (kt),129888.02739598168
Total national emissions and removals,Energy,4.  Other sectors,2003,Summary1As1_Combined,4.  Other sectors,Net CO2 emissions/removals (kt),114802.59102218092
Total national emissions and removals,Energy,5.  Other,2003,Summary1As1_Combined,5.  Other,Net CO2 emissions/removals (kt),3166.532269658652
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2003,Summary1As1_Combined,B. Fugitive emissions from fuels,Net CO2 emissions/removals (kt),5563.202784421118
Total national emissions and removals,Energy,1.  Solid fuels,2003,Summary1As1_Combined,1.  Solid fuels,Net CO2 emissions/removals (kt),185.4220100464746
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2003,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,Net CO2 emissions/removals (kt),5377.780774374643
2.  Industrial processes and product use,Industrial processes and product use,,2003,Summary1As1_Combined,2.  Industrial processes and product use,Net CO2 emissions/removals (kt),35973.581220554006
