Category,Year,Sheet,Gas,Emissions_kt
E. Settlements (4),1996,Summary1As2,CH4,0.14296581049303
H. Other  (4),1996,Summary1As2,CH4,0.51986851437612
5.  Waste,1996,Summary1As2,CH4,2635.5697451162005
A.  Solid waste disposal (5),1996,Summary1As2,CH4,2538.4838750601984
B.  Biological treatment of solid waste (5),1996,Summary1As2,CH4,6.29290848612487
C.  Incineration and open burning of waste (5),1996,Summary1As2,CH4,5.53922896511617
D.  Wastewater treatment and discharge,1996,Summary1As2,CH4,85.25373260476093
3.  Agriculture,1997,Summary1As2,CH4,1173.2121091677154
A.  Enteric fermentation,1997,Summary1As2,CH4,989.1059098007648
B.  Manure management,1997,Summary1As2,CH4,173.30332686320406
J.  Other ,1997,Summary1As2,CH4,10.80287250374663
"4.  Land use, land-use change and forestry  (4)",1997,Summary1As2,CH4,197.613116820238
A. Forest land (4),1997,Summary1As2,CH4,4.17052337545512
B. Cropland (4),1997,Summary1As2,CH4,11.77156567121091
C. Grassland (4),1997,Summary1As2,CH4,98.20223619277434
D. Wetlands (4),1997,Summary1As2,CH4,82.78722051253482
E. Settlements (4),1997,Summary1As2,CH4,0.16280997654696
H. Other  (4),1997,Summary1As2,CH4,0.51876109171589
5.  Waste,1997,Summary1As2,CH4,2631.7328176889914
A.  Solid waste disposal (5),1997,Summary1As2,CH4,2530.7990466070787
B.  Biological treatment of solid waste (5),1997,Summary1As2,CH4,7.21159692822735
C.  Incineration and open burning of waste (5),1997,Summary1As2,CH4,3.12702526208138
D.  Wastewater treatment and discharge,1997,Summary1As2,CH4,90.59514889160396
3.  Agriculture,1998,Summary1As2,CH4,1176.7034605179344
A.  Enteric fermentation,1998,Summary1As2,CH4,992.6772419188876
B.  Manure management,1998,Summary1As2,CH4,172.99614611488107
J.  Other ,1998,Summary1As2,CH4,11.03007248416594
"4.  Land use, land-use change and forestry  (4)",1998,Summary1As2,CH4,197.18831870558944
A. Forest land (4),1998,Summary1As2,CH4,3.98379586303697
B. Cropland (4),1998,Summary1As2,CH4,11.75658367144519
C. Grassland (4),1998,Summary1As2,CH4,97.95302204540226
D. Wetlands (4),1998,Summary1As2,CH4,82.81163331321137
E. Settlements (4),1998,Summary1As2,CH4,0.16528269745915
H. Other  (4),1998,Summary1As2,CH4,0.51800111503449
5.  Waste,1998,Summary1As2,CH4,2587.9950037190024
A.  Solid waste disposal (5),1998,Summary1As2,CH4,2490.819244662609
B.  Biological treatment of solid waste (5),1998,Summary1As2,CH4,8.13062351528748
C.  Incineration and open burning of waste (5),1998,Summary1As2,CH4,3.06658484744301
D.  Wastewater treatment and discharge,1998,Summary1As2,CH4,85.97855069366298
3.  Agriculture,1999,Summary1As2,CH4,1171.087387353348
A.  Enteric fermentation,1999,Summary1As2,CH4,989.8138360371128
B.  Manure management,1999,Summary1As2,CH4,170.1118943865644
J.  Other ,1999,Summary1As2,CH4,11.16165692967116
"4.  Land use, land-use change and forestry  (4)",1999,Summary1As2,CH4,196.81064816629672
A. Forest land (4),1999,Summary1As2,CH4,3.77690575375192
B. Cropland (4),1999,Summary1As2,CH4,11.74042002573559
C. Grassland (4),1999,Summary1As2,CH4,97.729640142031
D. Wetlands (4),1999,Summary1As2,CH4,82.83603255972073
E. Settlements (4),1999,Summary1As2,CH4,0.21099239950762
H. Other  (4),1999,Summary1As2,CH4,0.51665728554984
5.  Waste,1999,Summary1As2,CH4,2474.727537118951
A.  Solid waste disposal (5),1999,Summary1As2,CH4,2380.420257439708
B.  Biological treatment of solid waste (5),1999,Summary1As2,CH4,9.0492306221496
C.  Incineration and open burning of waste (5),1999,Summary1As2,CH4,3.10031171867891
D.  Wastewater treatment and discharge,1999,Summary1As2,CH4,82.15773733841502
3.  Agriculture,2000,Summary1As2,CH4,1135.33124877077
A.  Enteric fermentation,2000,Summary1As2,CH4,961.2429804953748
B.  Manure management,2000,Summary1As2,CH4,163.22545804680806
J.  Other ,2000,Summary1As2,CH4,10.86281022858742
"4.  Land use, land-use change and forestry  (4)",2000,Summary1As2,CH4,197.4329853690016
A. Forest land (4),2000,Summary1As2,CH4,3.91219633874828
B. Cropland (4),2000,Summary1As2,CH4,11.73367703341898
C. Grassland (4),2000,Summary1As2,CH4,98.21186716258342
D. Wetlands (4),2000,Summary1As2,CH4,82.9817296139997
E. Settlements (4),2000,Summary1As2,CH4,0.07945151415683
H. Other  (4),2000,Summary1As2,CH4,0.51406370609434
5.  Waste,2000,Summary1As2,CH4,2369.6580134540804
A.  Solid waste disposal (5),2000,Summary1As2,CH4,2281.3947577472604
B.  Biological treatment of solid waste (5),2000,Summary1As2,CH4,9.96816115550442
C.  Incineration and open burning of waste (5),2000,Summary1As2,CH4,2.99776458608076
D.  Wastewater treatment and discharge,2000,Summary1As2,CH4,75.29732996523482
3.  Agriculture,2001,Summary1As2,CH4,1078.7614625925924
A.  Enteric fermentation,2001,Summary1As2,CH4,910.2002543222968
B.  Manure management,2001,Summary1As2,CH4,158.01212708682624
J.  Other ,2001,Summary1As2,CH4,10.54908118346932
"4.  Land use, land-use change and forestry  (4)",2001,Summary1As2,CH4,197.58148177907387
A. Forest land (4),2001,Summary1As2,CH4,3.98608295780292
B. Cropland (4),2001,Summary1As2,CH4,11.71428932352081
C. Grassland (4),2001,Summary1As2,CH4,98.22841210461615
D. Wetlands (4),2001,Summary1As2,CH4,83.07520477908974
E. Settlements (4),2001,Summary1As2,CH4,0.06780872082933
H. Other  (4),2001,Summary1As2,CH4,0.50968389321489
5.  Waste,2001,Summary1As2,CH4,2303.211179097288
A.  Solid waste disposal (5),2001,Summary1As2,CH4,2232.8151731967987
B.  Biological treatment of solid waste (5),2001,Summary1As2,CH4,11.1724705691854
C.  Incineration and open burning of waste (5),2001,Summary1As2,CH4,2.99680276663572
D.  Wastewater treatment and discharge,2001,Summary1As2,CH4,56.22673256466786
3.  Agriculture,2002,Summary1As2,CH4,1062.227579334536
A.  Enteric fermentation,2002,Summary1As2,CH4,895.733414530225
B.  Manure management,2002,Summary1As2,CH4,156.24934808649644
J.  Other ,2002,Summary1As2,CH4,10.24481671781481
"4.  Land use, land-use change and forestry  (4)",2002,Summary1As2,CH4,197.74573666425604
A. Forest land (4),2002,Summary1As2,CH4,3.96373994075783
B. Cropland (4),2002,Summary1As2,CH4,11.69379158349054
C. Grassland (4),2002,Summary1As2,CH4,98.32842195678872
D. Wetlands (4),2002,Summary1As2,CH4,83.16866025141336
E. Settlements (4),2002,Summary1As2,CH4,0.08209859506166
H. Other  (4),2002,Summary1As2,CH4,0.50902433674393
5.  Waste,2002,Summary1As2,CH4,2258.5890759076888
A.  Solid waste disposal (5),2002,Summary1As2,CH4,2185.7607251356903
B.  Biological treatment of solid waste (5),2002,Summary1As2,CH4,12.10596616833846
C.  Incineration and open burning of waste (5),2002,Summary1As2,CH4,2.98258439770096
D.  Wastewater treatment and discharge,2002,Summary1As2,CH4,57.73980020595909
3.  Agriculture,2003,Summary1As2,CH4,1071.8206195569012
A.  Enteric fermentation,2003,Summary1As2,CH4,905.3157472122364
B.  Manure management,2003,Summary1As2,CH4,156.4224305231209
J.  Other ,2003,Summary1As2,CH4,10.08244182154382
"4.  Land use, land-use change and forestry  (4)",2003,Summary1As2,CH4,198.9924395405015
A. Forest land (4),2003,Summary1As2,CH4,3.94578445018744
B. Cropland (4),2003,Summary1As2,CH4,11.66987668403231
C. Grassland (4),2003,Summary1As2,CH4,99.45003997319048
D. Wetlands (4),2003,Summary1As2,CH4,83.25514067437474
E. Settlements (4),2003,Summary1As2,CH4,0.1600071235337
H. Other  (4),2003,Summary1As2,CH4,0.51159063518282
5.  Waste,2003,Summary1As2,CH4,2115.226908599903
A.  Solid waste disposal (5),2003,Summary1As2,CH4,2038.490730370724
B.  Biological treatment of solid waste (5),2003,Summary1As2,CH4,12.99937075111225
C.  Incineration and open burning of waste (5),2003,Summary1As2,CH4,2.91562568467525
D.  Wastewater treatment and discharge,2003,Summary1As2,CH4,60.8211817933916
3.  Agriculture,2004,Summary1As2,CH4,1080.553933060078
A.  Enteric fermentation,2004,Summary1As2,CH4,912.0608308563512
B.  Manure management,2004,Summary1As2,CH4,158.52439285298084
J.  Other ,2004,Summary1As2,CH4,9.96870935074573
"4.  Land use, land-use change and forestry  (4)",2004,Summary1As2,CH4,198.1303614862252
A. Forest land (4),2004,Summary1As2,CH4,3.99825158363305
B. Cropland (4),2004,Summary1As2,CH4,11.64243904704031
C. Grassland (4),2004,Summary1As2,CH4,98.3689897923117
D. Wetlands (4),2004,Summary1As2,CH4,83.34058547156414
E. Settlements (4),2004,Summary1As2,CH4,0.26320758189604
H. Other  (4),2004,Summary1As2,CH4,0.51688800977998
5.  Waste,2004,Summary1As2,CH4,1942.1015636571613
A.  Solid waste disposal (5),2004,Summary1As2,CH4,1863.2711644994915
B.  Biological treatment of solid waste (5),2004,Summary1As2,CH4,14.08259281455032
C.  Incineration and open burning of waste (5),2004,Summary1As2,CH4,2.74920223020945
D.  Wastewater treatment and discharge,2004,Summary1As2,CH4,61.9986041129102
3.  Agriculture,2005,Summary1As2,CH4,1081.377448128633
A.  Enteric fermentation,2005,Summary1As2,CH4,914.412292782128
B.  Manure management,2005,Summary1As2,CH4,156.92611791529484
J.  Other ,2005,Summary1As2,CH4,10.03903743121003
"4.  Land use, land-use change and forestry  (4)",2005,Summary1As2,CH4,198.65009710115555
A. Forest land (4),2005,Summary1As2,CH4,4.18446197689059
B. Cropland (4),2005,Summary1As2,CH4,11.62578089413016
C. Grassland (4),2005,Summary1As2,CH4,98.63017181744254
D. Wetlands (4),2005,Summary1As2,CH4,83.42600739176159
E. Settlements (4),2005,Summary1As2,CH4,0.26094102818831
H. Other  (4),2005,Summary1As2,CH4,0.52273399274237
5.  Waste,2005,Summary1As2,CH4,1839.173091480709
A.  Solid waste disposal (5),2005,Summary1As2,CH4,1755.5843076900198
B.  Biological treatment of solid waste (5),2005,Summary1As2,CH4,15.53698462657834
C.  Incineration and open burning of waste (5),2005,Summary1As2,CH4,2.73180311879361
D.  Wastewater treatment and discharge,2005,Summary1As2,CH4,65.3199960453172
3.  Agriculture,2006,Summary1As2,CH4,1059.3909122473638
A.  Enteric fermentation,2006,Summary1As2,CH4,894.3913285238912
B.  Manure management,2006,Summary1As2,CH4,155.46588184397783
J.  Other ,2006,Summary1As2,CH4,9.53370187949482
"4.  Land use, land-use change and forestry  (4)",2006,Summary1As2,CH4,198.62852698127907
A. Forest land (4),2006,Summary1As2,CH4,4.18315054805731
B. Cropland (4),2006,Summary1As2,CH4,11.60255722321635
C. Grassland (4),2006,Summary1As2,CH4,98.71803189339344
D. Wetlands (4),2006,Summary1As2,CH4,83.51074093742582
E. Settlements (4),2006,Summary1As2,CH4,0.09157587390082
H. Other  (4),2006,Summary1As2,CH4,0.52247050528534
5.  Waste,2006,Summary1As2,CH4,1726.390745002819
A.  Solid waste disposal (5),2006,Summary1As2,CH4,1628.811561264952
B.  Biological treatment of solid waste (5),2006,Summary1As2,CH4,16.76475372851526
C.  Incineration and open burning of waste (5),2006,Summary1As2,CH4,2.66813139980747
D.  Wastewater treatment and discharge,2006,Summary1As2,CH4,78.1462986095442
3.  Agriculture,2007,Summary1As2,CH4,1052.549387921461
A.  Enteric fermentation,2007,Summary1As2,CH4,887.3320981033988
B.  Manure management,2007,Summary1As2,CH4,155.49242563234714
J.  Other ,2007,Summary1As2,CH4,9.72486418571492
"4.  Land use, land-use change and forestry  (4)",2007,Summary1As2,CH4,199.26209407721765
A. Forest land (4),2007,Summary1As2,CH4,4.14294667568457
B. Cropland (4),2007,Summary1As2,CH4,11.58435509065206
C. Grassland (4),2007,Summary1As2,CH4,99.27481786809774
D. Wetlands (4),2007,Summary1As2,CH4,83.59545194987113
E. Settlements (4),2007,Summary1As2,CH4,0.14128889091451
H. Other  (4),2007,Summary1As2,CH4,0.52323360199762
5.  Waste,2007,Summary1As2,CH4,1600.5010866590949
A.  Solid waste disposal (5),2007,Summary1As2,CH4,1496.8076898346071
B.  Biological treatment of solid waste (5),2007,Summary1As2,CH4,19.63930074768659
C.  Incineration and open burning of waste (5),2007,Summary1As2,CH4,2.62857057887276
D.  Wastewater treatment and discharge,2007,Summary1As2,CH4,81.4255254979283
3.  Agriculture,2008,Summary1As2,CH4,1018.5164470870818
A.  Enteric fermentation,2008,Summary1As2,CH4,857.4646850132028
B.  Manure management,2008,Summary1As2,CH4,151.5976892257229
J.  Other ,2008,Summary1As2,CH4,9.45407284815604
"4.  Land use, land-use change and forestry  (4)",2008,Summary1As2,CH4,199.06808980874484
A. Forest land (4),2008,Summary1As2,CH4,4.11703546672643
B. Cropland (4),2008,Summary1As2,CH4,11.56481723819961
C. Grassland (4),2008,Summary1As2,CH4,99.00670381627914
D. Wetlands (4),2008,Summary1As2,CH4,83.68014600543235
E. Settlements (4),2008,Summary1As2,CH4,0.17360597752052
H. Other  (4),2008,Summary1As2,CH4,0.52578130458678
5.  Waste,2008,Summary1As2,CH4,1423.1785408570554
A.  Solid waste disposal (5),2008,Summary1As2,CH4,1323.3834881369344
B.  Biological treatment of solid waste (5),2008,Summary1As2,CH4,19.56309548277321
C.  Incineration and open burning of waste (5),2008,Summary1As2,CH4,2.5080956985053
D.  Wastewater treatment and discharge,2008,Summary1As2,CH4,77.72386153884258
3.  Agriculture,2009,Summary1As2,CH4,1007.3191464729612
A.  Enteric fermentation,2009,Summary1As2,CH4,847.3633301930556
B.  Manure management,2009,Summary1As2,CH4,150.87505398534887
J.  Other ,2009,Summary1As2,CH4,9.08076229455666
"4.  Land use, land-use change and forestry  (4)",2009,Summary1As2,CH4,199.0955824020873
A. Forest land (4),2009,Summary1As2,CH4,3.80466161957653
B. Cropland (4),2009,Summary1As2,CH4,11.54806721330485
C. Grassland (4),2009,Summary1As2,CH4,99.3044148082802
D. Wetlands (4),2009,Summary1As2,CH4,83.76479538724456
E. Settlements (4),2009,Summary1As2,CH4,0.14536525985009
H. Other  (4),2009,Summary1As2,CH4,0.52827811383106
5.  Waste,2009,Summary1As2,CH4,1267.4021261993048
A.  Solid waste disposal (5),2009,Summary1As2,CH4,1166.6140644129964
B.  Biological treatment of solid waste (5),2009,Summary1As2,CH4,23.08387255503695
C.  Incineration and open burning of waste (5),2009,Summary1As2,CH4,2.39687665779632
D.  Wastewater treatment and discharge,2009,Summary1As2,CH4,75.3073125734751
3.  Agriculture,2010,Summary1As2,CH4,1014.543723219802
A.  Enteric fermentation,2010,Summary1As2,CH4,852.7803224887931
B.  Manure management,2010,Summary1As2,CH4,153.02824480943426
J.  Other ,2010,Summary1As2,CH4,8.73515592157464
"4.  Land use, land-use change and forestry  (4)",2010,Summary1As2,CH4,200.02481614610005
A. Forest land (4),2010,Summary1As2,CH4,4.05681006782752
B. Cropland (4),2010,Summary1As2,CH4,11.53271069712535
C. Grassland (4),2010,Summary1As2,CH4,99.7736559804216
D. Wetlands (4),2010,Summary1As2,CH4,83.8094664180452
E. Settlements (4),2010,Summary1As2,CH4,0.31976600229364
H. Other  (4),2010,Summary1As2,CH4,0.53240698038673
5.  Waste,2010,Summary1As2,CH4,1080.3205561105888
A.  Solid waste disposal (5),2010,Summary1As2,CH4,977.8738086356664
B.  Biological treatment of solid waste (5),2010,Summary1As2,CH4,27.1411506882229
C.  Incineration and open burning of waste (5),2010,Summary1As2,CH4,2.29289207201363
D.  Wastewater treatment and discharge,2010,Summary1As2,CH4,73.012704714686
3.  Agriculture,2011,Summary1As2,CH4,1007.6579157649488
A.  Enteric fermentation,2011,Summary1As2,CH4,847.1964296385275
B.  Manure management,2011,Summary1As2,CH4,151.80799416564977
J.  Other ,2011,Summary1As2,CH4,8.65349196077136
"4.  Land use, land-use change and forestry  (4)",2011,Summary1As2,CH4,200.69108877535845
A. Forest land (4),2011,Summary1As2,CH4,4.29373982705292
B. Cropland (4),2011,Summary1As2,CH4,11.51237111501495
C. Grassland (4),2011,Summary1As2,CH4,100.22486961053814
D. Wetlands (4),2011,Summary1As2,CH4,83.83921577927917
E. Settlements (4),2011,Summary1As2,CH4,0.28478892877946
H. Other  (4),2011,Summary1As2,CH4,0.5361035146938
5.  Waste,2011,Summary1As2,CH4,997.515687130376
A.  Solid waste disposal (5),2011,Summary1As2,CH4,889.8260439914259
B.  Biological treatment of solid waste (5),2011,Summary1As2,CH4,30.44496748148559
C.  Incineration and open burning of waste (5),2011,Summary1As2,CH4,2.22675063847684
D.  Wastewater treatment and discharge,2011,Summary1As2,CH4,75.0179250189878
3.  Agriculture,2012,Summary1As2,CH4,1003.993444518914
